@relation house_data

@attribute sizeMeters numeric real
@attribute furnished {yes, no}
@attribute hasLift {yes, no}
@attribute ownerType {individual, estate}
@attribute legalized {me_hipoteke, pa_hipoteke}
@attribute buildingyear numeric
@attribute city {1AliDemi_TreguElektrik, 1Poligrafiku_Autotraktoret_Shkoze, 10Qender–Posta_LidhjaShkrimtareve,10Rr.Durresit_Prokuroria,11Instituti_Kamez_Paskuqan,11Laprake_Spitaliushtarak_Dogana,2Pazariiri_9katshet_Barrikada,2Piramida_ETC_TVSH_Stadiumi,2QytetiStudenti_Sauk,2Rr.eElbasanit_ShkollaBaletit,2TEG_Lunder_Farke_MjullBathore,3Fresku_Linze_Dajt,3Ministriaejashtme_Brryli,3Xhamlliku_Oxhaku_Profarma,4Kinostudio_Porcelan,4Spitali_Allias_Tufine,5Blloku,5KomunaParisit_KristalCenter,5Liqeni_Rr.Kosovareve_PetroNini,5Liqenithate_KopshtiBotanik,5Selite_KodraeDiellit,5StadiumiDinamo_SheshiWillson,5VasilShanto_BllokuVilaveSelite,6Astir_Unazaere_TeodorKeko,6Kombinat_Vaqarr_Ndroq,6PallatimeShigjeta_Delijorgji,6Yzberisht_MistoMame,7BllokuAmbasadave_Inxh.Ndertimit,7Ekspozita_GjykataRrethit,7FushaAviacionit,7MyslymShyri_DrejtoriaPolicise,7Parku_Globe_FabrikaBukes,7Rr.eKavajes_21Dhjetori,8ConcordCenter_5Maji,8Medreseja_TreguIndustrial,8Rr.Bardhyl_SiriKodra_RizaCerova,8Selvia_Rr.eDibres_Gj.Partizani,9DonBosko_JordanMisja,9Qender,9Rr.Fortuzi_MinePeza,9StacioniTrenit_ZoguiZi}
@attribute type {one_plus_one, two_plus_one}
@attribute price numeric


@data
61,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,46000
110,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,247000
65,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,55000
68,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,60000
70,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,45000
64,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,49000
70,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,65000
78,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,59000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,60000
84,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,57000
101,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,69000
128,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,185000
99,no,yes,estate,me_hipoteke,2020,10Rr.Durresit_Prokuroria,two_plus_one,68000
70,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,one_plus_one,54000
57,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,58000
98,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,120000
98,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,85000
107,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,85000
75,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,two_plus_one,95000
59,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,57000
68,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,77000
83,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,63000
110,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,126500
118,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,118000
97,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,73000
95,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,93000
68,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,60000
58,no,yes,estate,me_hipoteke,2020,8Rr.Bardhyl_SiriKodra_RizaCerova,one_plus_one,56000
51,no,yes,estate,me_hipoteke,2020,6Kombinat_Vaqarr_Ndroq,one_plus_one,37000
75,no,yes,estate,me_hipoteke,2020,8Rr.Bardhyl_SiriKodra_RizaCerova,two_plus_one,79000
99,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,92000
52,no,yes,estate,me_hipoteke,2020,6Kombinat_Vaqarr_Ndroq,one_plus_one,37500
110,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,79000
72,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,57000
114,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,89000
120,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,115000
69,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,one_plus_one,52000
112,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,87000
78,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,67000
107,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,92000
99,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,one_plus_one,102000
109,no,yes,estate,me_hipoteke,2020,7FushaAviacionit,one_plus_one,83000
124,no,yes,estate,me_hipoteke,2020,7MyslymShyri_DrejtoriaPolicise,one_plus_one,198000
112,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,one_plus_one,90000
58,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,39900
100,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,109000
70,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,67000
42,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,51000
117,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,two_plus_one,187200
132,no,yes,estate,me_hipoteke,2020,8Rr.Bardhyl_SiriKodra_RizaCerova,two_plus_one,110000
62,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,47000
84,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,63000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
57,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,40000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
95,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,two_plus_one,105000
123,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,110700
73,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,52000
67,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,48500
112,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,134000
67,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,52000
59,no,yes,estate,me_hipoteke,2020,7Parku_Globe_FabrikaBukes,one_plus_one,75000
66,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,55000
69,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,52000
67,no,yes,estate,me_hipoteke,2020,6PallatimeShigjeta_Delijorgji,one_plus_one,63000
125,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,105000
95,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,115000
85,no,yes,estate,me_hipoteke,2020,9Rr.Fortuzi_MinePeza,two_plus_one,85000
72,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,46000
110,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,92000
110,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,88000
72,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,54000
100,no,yes,estate,me_hipoteke,2020,1Poligrafiku_Autotraktoret_Shkoze,two_plus_one,60000
140,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,80000
122,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,127490
106,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,105000
138,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,155000
106,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,106000
83,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,one_plus_one,90000
103,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,80000
100,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,110000
130,no,yes,estate,me_hipoteke,2020,5Blloku,two_plus_one,200000
115,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,57000
64,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,48000
90,no,yes,estate,me_hipoteke,2020,11Instituti_Kamez_Paskuqan,two_plus_one,60000
68,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,one_plus_one,74000
75,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,77000
90,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,72000
79,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,one_plus_one,75000
108,no,yes,estate,me_hipoteke,2020,6Kombinat_Vaqarr_Ndroq,two_plus_one,72000
63,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,47000
120,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,128000
56,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,51000
73,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,52000
52,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,one_plus_one,49000
92,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,69000
64,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,49000
78,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,60000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,69000
64,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,35000
57,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,55000
63,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,48000
130,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,108000
112,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,two_plus_one,80000
95,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,69500
60,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,50000
77,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,58000
83,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,92000
63,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,one_plus_one,95000
136,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,102000
100,no,yes,estate,me_hipoteke,2020,7FushaAviacionit,two_plus_one,67000
60,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,one_plus_one,48000
106,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,two_plus_one,77380
68,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,one_plus_one,80000
70,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,one_plus_one,28000
111,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,111000
134,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,119260
105,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,93450
96,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,85440
100,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,95000
53,no,yes,estate,me_hipoteke,2020,5StadiumiDinamo_SheshiWillson,one_plus_one,65000
116,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,98812
75,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,47000
32,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,24000
67,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,51000
74,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,56000
75,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,47000
63,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,63400
58,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,one_plus_one,58000
41,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,49000
72,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,one_plus_one,43000
102,no,yes,estate,me_hipoteke,2020,6Kombinat_Vaqarr_Ndroq,two_plus_one,63000
113,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,two_plus_one,139000
83,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,55000
129,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,125000
78,no,yes,estate,me_hipoteke,2020,4Spitali_Allias_Tufine,two_plus_one,68000
108,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,119240
127,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,152400
64,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,49000
124,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,90000
113,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,87000
100,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,78000
71,no,yes,estate,me_hipoteke,2020,8Rr.Bardhyl_SiriKodra_RizaCerova,two_plus_one,53000
100,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,100000
105,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,105000
58,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,one_plus_one,58000
104,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,80000
79,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,61000
88,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
72,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,55000
91,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,70000
93,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,71000
58,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,58000
132,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,100000
144,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,102000
63,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,48000
55,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,42000
69,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,53000
85,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,94000
93,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,63000
65,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,54000
65,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,54000
57,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,60000
68,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,52000
88,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,67000
57,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,one_plus_one,47000
115,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,105000
90,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,107000
63,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,48000
65,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,74000
80,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,40000
71,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,two_plus_one,56500
120,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,60000
100,no,yes,estate,me_hipoteke,2020,9Qender,two_plus_one,200000
73,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,two_plus_one,87600
110,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,95700
65,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,84500
85,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,110500
55,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,71500
90,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,99000
100,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,140000
114,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,74100
65,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,one_plus_one,54000
66,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,70000
55,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,42000
79,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,96000
56,no,yes,estate,me_hipoteke,2020,6PallatimeShigjeta_Delijorgji,one_plus_one,50000
68,no,yes,estate,me_hipoteke,2020,3Xhamlliku_Oxhaku_Profarma,one_plus_one,42000
57,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,one_plus_one,47000
105,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,105000
59,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,50000
83,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,66000
64,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,35000
120,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,100000
58,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,one_plus_one,58000
108,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,two_plus_one,115000
80,no,yes,estate,me_hipoteke,2020,9Qender,one_plus_one,108000
120,no,yes,estate,me_hipoteke,2020,2Pazariiri_9katshet_Barrikada,two_plus_one,162000
125,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,115000
45,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,58500
75,no,yes,estate,me_hipoteke,2020,8Selvia_Rr.eDibres_Gj.Partizani,one_plus_one,80000
114,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,75000
73,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,88000
90,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,62500
75,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,63000
112,no,yes,estate,me_hipoteke,2020,6Yzberisht_MistoMame,two_plus_one,68000
82,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,50000
105,no,yes,estate,me_hipoteke,2020,8Medreseja_TreguIndustrial,two_plus_one,46000
71,no,yes,estate,me_hipoteke,2020,3Ministriaejashtme_Brryli,two_plus_one,68000
50,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,47000
83,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,57000
112,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,two_plus_one,88000
94,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,66000
52,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,43000
55,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,60000
68,no,yes,estate,me_hipoteke,2020,4Kinostudio_Porcelan,two_plus_one,50000
100,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,77000
95,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,95000
60,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,one_plus_one,53000
93,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,71000
90,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,80000
95,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,70000
55,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,42000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
66,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,51000
72,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,one_plus_one,72000
64,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,49900
82,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,50000
65,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,53000
101,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,two_plus_one,94000
50,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,52000
74,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,60000
110,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,121000
80,no,yes,estate,me_hipoteke,2020,8Medreseja_TreguIndustrial,two_plus_one,72000
100,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,128000
58,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,58000
73,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,88000
53,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,41000
103,no,yes,estate,me_hipoteke,2020,5Liqeni_Rr.Kosovareve_PetroNini,two_plus_one,144200
68,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,one_plus_one,105000
82,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,63000
62,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,48000
57,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,one_plus_one,54000
77,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,one_plus_one,69300
60,no,yes,estate,me_hipoteke,2020,5Blloku,one_plus_one,90000
100,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,95000
71,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,one_plus_one,33000
69,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,53000
80,no,yes,estate,me_hipoteke,2020,2Rr.eElbasanit_ShkollaBaletit,two_plus_one,68000
0,no,yes,estate,me_hipoteke,2020,11Laprake_Spitaliushtarak_Dogana,one_plus_one,43000
82,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,46000
76,no,yes,estate,me_hipoteke,2020,7MyslymShyri_DrejtoriaPolicise,one_plus_one,95000
106,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,80000
115,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,two_plus_one,135000
62,no,yes,estate,me_hipoteke,2020,5KomunaParisit_KristalCenter,one_plus_one,64000
82,no,yes,estate,me_hipoteke,2020,3Fresku_Linze_Dajt,two_plus_one,46500
136,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,120000
84,no,yes,estate,me_hipoteke,2020,6Astir_Unazaere_TeodorKeko,two_plus_one,75000
116,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,two_plus_one,95000
73,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,55000
57,no,yes,estate,me_hipoteke,2020,5VasilShanto_BllokuVilaveSelite,one_plus_one,58000
67,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,70000
72,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,80000
83,no,yes,estate,me_hipoteke,2020,7Rr.eKavajes_21Dhjetori,two_plus_one,105000
70,no,yes,estate,me_hipoteke,2020,9DonBosko_JordanMisja,one_plus_one,85000
55,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,42000
70,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,one_plus_one,54000
90,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,68000
97,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,74000
101,no,yes,estate,me_hipoteke,2020,1AliDemi_TreguElektrik,two_plus_one,76000
99,no,yes,estate,me_hipoteke,2020,5Selite_KodraeDiellit,two_plus_one,92000
90,no,yes,estate,me_hipoteke,2020,9StacioniTrenit_ZoguiZi,two_plus_one,94500
65,no,yes,estate,me_hipoteke,2020,8ConcordCenter_5Maji,one_plus_one,54000
102,no,yes,estate,me_hipoteke,2020,5Liqenithate_KopshtiBotanik,two_plus_one,102000
